Template Content,Template Category
"Hi {{1}}! Our Technician partner {{2}} visited for your {{3}} of order {{4}} however it is marked failed.
We apologize for any inconvenience caused.
If you need further assistance, please contact us at: +91-9811981911",Utility
"Hi {{1}}!
Our Technician Partner {{2}} (Phn: {{3}}) tried to contact you to confirm the appointment for {{4}} of order {{5}}, but couldn't reach you. Please get in touch to confirm appointment.
For further assistance please reach out to us at care@thesleepcompany.in",Utility
"Dear Customer,
Due to an exceptionally high volume of Diwali orders, your delivery may take slightly longer than expected. We sincerely appreciate your patience and understanding during this period.
Your new expected delivery date is {{1}}.
Thank you for your continued trust and support. We’re working diligently to ensure your order reaches you as soon as possible.",Utility
"Hi {{1}}!
Thank you for purchasing from the Sleep Company! 🎉
Please watch the linked video to easily set up your {{2}} yourself: {{3}}
Enjoy your new comfort experience! For any questions, please email us at care@thesleepcompany.in",Utility
"Order Placed!
Hi {{1}}, Your order {{2}} has been successfully placed! 🎉
It’s currently On Hold, the expected delivery date is {{3}} - {{4}}
We’ll keep you updated with your order status.
The countdown to better comfort begins! 🤗
If you have any queries, write to us at care@thesleepcompany.in
Experience the Revolutionary Comfort.",Utility
"Delivery Scheduled!
We are ready to deliver your order tomorrow.
Order Id: {{1}}
Items(s): {{2}}
Please confirm your availability to receive this order tomorrow between 10:00 Am to 9:00 Pm",Marketing
"Delivery Scheduled!
We are ready to deliver your order tomorrow.
Order Id: {{1}}
Product(s): {{2}}
Time Slot: 10 Am to 9 Pm
Please confirm your availability",Utility
"Delivery Scheduled
Delivery reference: {{1}}
Expected window: 10:00 AM – 9:00 PM Item(s): {{2}}",Utility
"Dear Manager,
{{1}} Store {{2}} Employee ID has requested for custom discount tom complete an order edit the following are the details:
Old Order ID: {{3}}
Old Order total Amount Paid: {{4}}
Old Order Total Discount: {{5}}
New Order Cart Total : {{6}}
Difference amount: {{7}}
Applied discount amount: {{8}}
Custom Discount Amount Requested: {{9}}
Code: {{10}}
Please verify the details of the order before signing off. Order once edited cannot be edited again",Utility
"1-Click Hassle Free Warranty Registration
Thank you for choosing ERGOSMART BY THE SLEEP COMPANY!😇
Secure your purchase now and register your warranty: {{1}}
In case of any queries, reach out to us
✉️ care@thesleepcompany.in",Marketing
"Gentle Reminder! 1️⃣-Click Warranty Registration!
It will take only 5 Seconds to secure your purchase from any damages.
Register your warranty & Secure it now: {{1}}
In case of any queries, reach out to us
✉️ care@thesleepcompany.in",Marketing
"Worry-free Coverage with 1️⃣- Click Warranty Registration!
Protect your comfort against any damage effortlessly!
Register your warranty now: {{1}}
In case of any queries, reach out to us
✉️ care@thesleepcompany.in",Marketing
"Get FREE INSTALLATION 😊
Your product from ERGOSMART BY THE SLEEP COMPANY is eligible for
FREE INSTALLATION ✅
Our team will contact you within 24 hours to schedule an appointment as per your convenience 🗓
For any queries reach out to us at:
📧 care@thesleepcompany.in
📞 9811981911
Thank you! 💙",Marketing
"Get FREE INSTALLATION 😊
Your product from ERGOSMART BY THE SLEEP COMPANY is eligible for
FREE INSTALLATION ✅
Our team will contact you within 24 hours to schedule an appointment as per your convenience 🗓
For any queries reach out to us at:
📧 care@thesleepcompany.in
📞 9811981911
Thank you! 💙",Marketing
"Get FREE INSTALLATION 😊
Your product from ERGOSMART BY THE SLEEP COMPANY is eligible for
FREE INSTALLATION ✅
Our team will contact you within 24 hours to schedule an appointment as per your convenience 🗓
For any queries reach out to us at:
📧 care@thesleepcompany.in
📞 9811981911
Thank you! 💙",Marketing
"Get FREE INSTALLATION 😊
Your product from ERGOSMART BY THE SLEEP COMPANY is eligible for
FREE INSTALLATION ✅
Our team will contact you within 24 hours to schedule an appointment as per your convenience 🗓
For any queries reach out to us at:
📧 care@thesleepcompany.in
Thank you! 💙",Marketing
"Get FREE INSTALLATION 😊
Your product from ERGOSMART BY THE SLEEP COMPANY is eligible for
FREE INSTALLATION ✅
Our team will contact you within 24 hours to schedule an appointment as per your convenience.
For any queries reach out to us at:
📧 care@thesleepcompany.in
Thank you! 💙",Marketing
"Hi {{1}},
An exchange cancellation request has been received and is being processed.
A representative will contact you for verification.
Please confirm whether this request was initiated by you.",Utility
"Hi {{1}},
Your exchange has been completed.
The new item has been delivered, and the previous item has been picked up.",Utility
"Hi {{1}},
Your exchange order has been confirmed.
Item: {{2}}
Pickup of your current item and delivery of the new one are scheduled for {{3}}.
Order details and tracking information are available at the link below.",Utility
"Hi {{1}},
An attempt was made to complete your exchange today, but you could not be reached.
A reattempt is planned for tomorrow.
Please indicate how you would like to proceed.",Utility
"Hi {{1}},
An attempt to complete your exchange could not be completed today.
A reattempt is scheduled for tomorrow.
If you need to reschedule, please select an option below.",Utility
"Hi {{1}},
Your exchange is scheduled for tomorrow.
Item: {{2}}
Please confirm your availability:",Utility
"Hi {{1}},
Your exchange parcel is out for delivery today.
Item: {{2}}
Please have the original item ready for pickup.
Please confirm your availability for the scheduled delivery.",Utility
"Hi {{1}},
Based on information from the delivery rider, your exchange has been rescheduled to {{2}}.
Please confirm whether this change was requested by you.",Utility
"Hi {{1}},
As per your request, the exchange date has been updated to {{2}}.
Please confirm whether this change was requested by you.",Utility
"Out for Delivery
Hey {{1}},
Exciting news! Your order is out for delivery, our Express Delivery team will deliver your package today and may contact you for a smooth delivery process.
Order ID: {{2}}
Items: {{3}}
Courier Partner: Express Delivery by The Sleep Company
If you have any queries, write to us at care@thesleepcompany.in
Experience the Revolutionary Comfort.",Utility
"Hi {{1}}! Our Comfort Technician {{2}} visited for your installation of order {{3}} however the installation is marked failed.
We apologize for any inconvenience caused.
If you need further assistance, please contact us at: +91-9811981911",Utility
"Hi {{1}}!
Our Comfort Technician {{2}} visited to install your order {{3}}. As confirmed, your replacement has been successfully booked.
We'll arrange for installation once the replacement is delivered.
Thank you for your patience 💙. Our team is working diligently to ensure you have the best experience.
If you have any questions, feel free to contact us at care@thesleepcompany.in.",Utility
"Hello {{1}}, your feedback means a lot! Please share your experience with us.",Utility
"Hi! Thank you for contacting The Sleep Company.
Here are the details of the store near you:
🏬 Store Name : The Sleep Company Experience Store – Financial District Hyderabad
📍 Address : 5-301, Ground Floor, Sai Tulasi Enclave, Vattinagulapally Village, Financial District, Narsingi Municipality, Hyderabad, Telangana - 500075
📞 Phone : +91 84529 47617
🗺 Google Maps : https:maps.app.goo.glJwfS8DLzWfvspkd29 🕒 Timings : 11:00 AM – 9:00 PM",Marketing
"Hi {{1}},
Just following up on the brochure we shared.
Let us know if you’ve decided on a product or if you’d like assistance in choosing the right one. We're here to help.",Marketing
"Hi {{1}}, This is a follow-up regarding your recent conversation. Please let us know if you still require assistance or if we should close the request.",Utility
"Hi {{1}}, it seems our call got disconnected earlier while we were assisting you.
Please let us know if you’d like to continue the conversation here or prefer a callback.",Utility
"Hi {{1}}, this is a reminder for the quotation shared earlier: Product(s): {{2}}
Quotation: {{3}}
Please let us know if any clarification is required.",Utility
"Hi {{1}}, this is a reminder for the quotation shared earlier: Product(s): {{2}}
Quotation: {{3}}
Price : {{4}}
Please let us know if any clarification is required.",Utility
"Hi {{1}}, we noticed that your scheduled store visit did not take place.
Please let us know if you need any information, assistance with rescheduling, or prefer to continue the conversation here.",Utility
"Hi {{1}}, thank you for reaching out to us regarding your support query. 👋
We're here to assist you. Kindly reply to this message with your concern, and our support team will connect with you shortly to help resolve it.
Regards, Support Team",Utility
